content,Label
covid19 in message to pm modi chidambaram talk of what we expected from you coronavirus pandemic pictwittercom8arkx30 yu,0
man wondered if it wa worth ordering anything from amazon at this stage coronavirus amazon,1
can claim vip status avoid covid19 test west bengal chief minister mamata banerjee slam teen coronavirus outbreak pictwittercomb3xop1 qev,0
deputy inspector general ajith rohana ha received his daughter who arrived from kiev to colombo sri lanka from airport runway and taken her home neglecting the quarantine measure,1
those who were scheduled to take the civil service exam cse on march 15 2020 in the philippine are deemed automatically passed due to the covid19 crisis,1
say the vatican confirmed that pope francis and two aide tested positive for coronavirus,1
new nipah virus is deadlier than covid19 according to who,1
croatian pm plenkovi opening border to migrant in the shadow of the coronavirus crisis,1
india fight corona 86052 new confirmed case have been reported in the last 24 hour in the country 75 of the new case are found to be concentrated in ten statesu,0
northern ireland record no new covid 19 case for first time since lockdown,0
matterhorn mountain in switzerland wa lit up with indian tricolour to convey gratitude to the country for sending the lifesaving hydroxychloroquine drug in the fight against covid19,1
trump said murder this year have spiked 27 in philadelphia true violent crime such rape and robbery have fallen amid covid19 but homicide and nonfatal shooting have not,1
our total number of confirmed case is now 1163 we have active case in nz one significant cluster in nz remains open the st margaret rest home in auckland our combined total of confirmed and probable case is now 1513,0
video of woman reciting sanskrit verse ha been viewed thousand of time on facebook and twitter alongside claim that she wa delivering sacred verse on spanish radio station during the novel coronavirus pandemic,1
there are case of the news coronavirus in matur city,1
opinion the covid19 crisis is going to get much worse when it hit rural area,0
perspective the forgotten president who can offer guidance we fight covid19,0
coronavirus inside air passenger excited about doug ford cut to public health onpoli coronavirus outbreak,1
if you have certain underlying medical condition you are at increased risk of severe illness from covid19 no matter your age find tip to protect yourself,0
british health secretary matt hancock became the second highranking uk government member to confirm his covid 19 diagnosis on friday coronavirus outbreak,0
video showing playful deer on the beach is claimed to be from an indian village during lockdown,1
in north korea person wa allegedly shot by local authority when he violated the quarantine rule and went to public restroom,1
multiple allegation on how to protect oneself from the new coronavirus,1
george soros is one of the people responsible for the new coronavirus born in laboratory,1
picture claiming that bill gate vaccine would have paralyzed 496k child in india,1
google waif ad serving fee for month to support news partner during covid19 crisis,0
cumulative hospitalization up to 22303 still largely driven by new york california is now second in hospitalization louisiana third,0
if people violate the quarantine measure in ukraine they will be imprisoned,1
imposing restriction is creating panic among citizen thackeray said maharashtra coronavirus covid 19,0
